FINESS;Raison sociale;Commune;Statut Juridique;Région
310782016;310782016 - CL NEPHRO ST EXUPERY TOULOUSE;TOULOUSE;Privé lucratif;76 - Occitanie
310782065;310782065 - AAIR UDM TOULOUSE LE GOFF;TOULOUSE;Privé non lucratif;76 - Occitanie
310782339;310782339 - CRF LA FONTAINE SALEE CHU TOULOUSE;SALIES DU SALAT;Public;76 - Occitanie
310782347;310782347 - ONCOPOLE CLAUDIUS REGAUD TOULOUSE;TOULOUSE;Privé non lucratif;76 - Occitanie
310782396;310782396 - CL SSR KORIAN ESTELA TOULOUSE;TOULOUSE;Privé lucratif;76 - Occitanie
310782446;310782446 - ARSEAA;TOULOUSE;Privé non lucratif;76 - Occitanie
310783048;310783048 - HOPITAL PURPAN CHU TOULOUSE;TOULOUSE;Public;76 - Occitanie
310783055;310783055 - HOPITAL DE RANGUEIL CHU TOULOUSE;TOULOUSE;Public;76 - Occitanie
310783063;310783063 - HOPITAL LA GRAVE CHU TOULOUSE;TOULOUSE;Public;76 - Occitanie
310783097;310783097 - CENTRE DE SANTE MENTALE MGEN TOULOUSE;TOULOUSE;Privé non lucratif;76 - Occitanie
310784558;310784558 - CRF LES HOPITAUX DE LUCHON;BAGNERES DE LUCHON;Public;76 - Occitanie
310784830;310784830 - CRF LES GRANDS CEDRES CORNEBARRIEU;CORNEBARRIEU;Privé lucratif;76 - Occitanie
310786389;310786389 - CL DES PYRENEES COLOMIERS;COLOMIERS;Privé lucratif;76 - Occitanie
310786702;310786702 - SSR DOMAINE DE LA CADENE TOULOUSE;TOULOUSE;Privé non lucratif;76 - Occitanie
310787965;310787965 - CTRE DE REEDUCATION DU MIRAIL TOULOUSE;TOULOUSE;Privé non lucratif;76 - Occitanie
310790472;310790472 - CL ST ORENS SAINT ORENS DE GAMEVILLE;SAINT ORENS DE GAMEVILLE;Privé lucratif;76 - Occitanie
310792635;310792635 - ETAB DE SOINS DE SUITE LE MARQUISAT;SAINT JEAN;Privé lucratif;76 - Occitanie
310792874;310792874 - SMR ANDRE BOUSQUAIROL;VILLENEUVE TOLOSANE;Privé non lucratif;76 - Occitanie
310793401;310793401 - CL NEPHRO ST EXUPERY UAD BESSIERES;BESSIERES;Privé lucratif;76 - Occitanie
310793419;310793419 - CL NEPHRO ST EXUPERY UDM UAD ST GAUDEN;SAINT GAUDENS;Privé lucratif;76 - Occitanie
310793435;310793435 - CL NEPHRO ST EXUPERY UAD VILLEFRANCHE;VILLEFRANCHE DE LAURAGAIS;Privé lucratif;76 - Occitanie
310793567;310793567 - AAIR UAD BLAGNAC;BLAGNAC;Privé non lucratif;76 - Occitanie
310793575;310793575 - AAIR UAD TOULOUSE CEPIERE;TOULOUSE;Privé non lucratif;76 - Occitanie
310793807;310793807 - CL NEPHRO ST EXUPERY UAD BRAX;BRAX;Privé lucratif;76 - Occitanie
310794094;310794094 - USLD LES JARDINS DES SILOS CH MARCHANT;TOULOUSE;Public;76 - Occitanie
310794417;310794417 - NEPHROCARE OC CENTRE UAD UDM DD MURET;MURET;Privé lucratif;76 - Occitanie
310794524;310794524 - AAIR UAD UDM ST GAUDENS;SAINT GAUDENS;Privé non lucratif;76 - Occitanie
310794532;310794532 - CL NEPHRO ST EXUPERY UAD TLS BASSO;TOULOUSE;Privé lucratif;76 - Occitanie
310795463;310795463 - CENTRE DE POST CURE APRES TOULOUSE;TOULOUSE;Privé non lucratif;76 - Occitanie
310796768;310796768 - CL NEPHRO ST EXUPERY UAD LUCHON;BAGNERES DE LUCHON;Privé lucratif;76 - Occitanie
310796776;310796776 - CL NEPHRO ST EXUPERY UAD REVEL;REVEL;Privé lucratif;76 - Occitanie
310797527;310797527 - GROUPE ONCORAD GARONNE PASTEUR;TOULOUSE;Privé lucratif;76 - Occitanie
320000086;320000086 - CH AUCH EN GASCOGNE;AUCH;Public;76 - Occitanie
320000094;320000094 - CHS DU GERS;AUCH;Public;76 - Occitanie
320000102;320000102 - CH CONDOM;CONDOM;Public;76 - Occitanie
320000110;320000110 - EPS LOMAGNE SITE DE FLEURANCE;FLEURANCE;Public;76 - Occitanie
320000128;320000128 - CH GIMONT;GIMONT;Public;76 - Occitanie
320000144;320000144 - CHI LOMBEZ SAMATAN;LOMBEZ;Public;76 - Occitanie
320000151;320000151 - CH DE MAUVEZIN;MAUVEZIN;Public;76 - Occitanie
320000169;320000169 - CH MIRANDE;MIRANDE;Public;76 - Occitanie
320000177;320000177 - CH NOGARO;NOGARO;Public;76 - Occitanie
320000185;320000185 - CH DE VIC FEZENSAC;VIC FEZENSAC;Public;76 - Occitanie
320001050;320001050 - AAIR UAD MIRANDE;MIRANDE;Privé non lucratif;76 - Occitanie
320001688;320001688 - AAIR UAD CONDOM;CONDOM;Privé non lucratif;76 - Occitanie
320004328;320004328 - HAD GERS CL PASTEUR;AUCH;Privé lucratif;76 - Occitanie
320004872;320004872 - AAIR UAD L'ISLE JOURDAIN;L'ISLE JOURDAIN;Privé non lucratif;76 - Occitanie
320004922;320004922 - CENTRE HOSPIT D'AUCH - ANTENNE CONDOM;CONDOM;Public;76 - Occitanie
320004930;320004930 - POLE DE SANTE LA REVISCOLADA MONTEGUT;MONTEGUT;Privé lucratif;76 - Occitanie
320005523;320005523 - AAIR UAD UDM NOGARO;NOGARO;Privé non lucratif;76 - Occitanie
320780109;320780109 - CL PSY D'EMBATS AUCH;AUCH;Privé lucratif;76 - Occitanie
320780323;320780323 - CTRE PEDIA ST JACQUES MPR MONTEGUT;MONTEGUT;Privé non lucratif;76 - Occitanie
320784515;320784515 - AAIR UAD UDM DD PAVIE;PAVIE;Privé non lucratif;76 - Occitanie
320785587;320785587 - AAIR UAD FLEURANCE;FLEURANCE;Privé non lucratif;76 - Occitanie
330000217;330000217 - MAISON DE SANTE MARIE GALENE;BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330000332;330000332 - HOPITAL SUBURBAIN DU BOUSCAT;LE BOUSCAT;Privé non lucratif;75 - Nouvelle-Aquitaine
330000340;330000340 - MSP BORDEAUX BAGATELLE;TALENCE;Privé non lucratif;75 - Nouvelle-Aquitaine
330000431;330000431 - MONTALIER;LA BREDE;Privé non lucratif;75 - Nouvelle-Aquitaine
330000555;330000555 - CENTRE HOSPITALIER D'ARCACHON;LA TESTE DE BUCH;Public;75 - Nouvelle-Aquitaine
330000571;330000571 - CH DE LA HAUTE GIRONDE;BLAYE;Public;75 - Nouvelle-Aquitaine
330000589;330000589 - CH SUD GIRONDE - SITE LANGON;LANGON;Public;75 - Nouvelle-Aquitaine
330000597;330000597 - CH SUD GIRONDE - SITE LA REOLE;LA REOLE;Public;75 - Nouvelle-Aquitaine
330000605;330000605 - CTRE HOSPIT.R.BOULIN-LIBOURNE;LIBOURNE;Public;75 - Nouvelle-Aquitaine
330000613;330000613 - CENTRE HOSPITALIER STE FOY LA GRANDE;SAINTE FOY LA GRANDE;Public;75 - Nouvelle-Aquitaine
330000639;330000639 - CH CHARLES PERRENS;BORDEAUX;Public;75 - Nouvelle-Aquitaine
330000647;330000647 - CH DE CADILLAC;CADILLAC;Public;75 - Nouvelle-Aquitaine
330000662;330000662 - INSTITUT BERGONIE;BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330000779;330000779 - SOCIETE D'HYGIENE MENTALE D'AQUITAINE;BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330005182;330005182 - USLD DE L'ESPASS DE PODENSAC;PODENSAC;Public;75 - Nouvelle-Aquitaine
330007410;330007410 - ANTENNE AUTODIALYSE ET UDM CA3D;GRADIGNAN;Privé lucratif;75 - Nouvelle-Aquitaine
330007436;330007436 - ANTENNE AUTODIALYSE PBNA - BORDEAUX;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330007550;330007550 - ANTENNE AUTODIALYSE AURAD BORDEAUX;BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330007584;330007584 - ANTENNE AUTODIALYSE AURAD ARTIGUES;ARTIGUES PRES BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330007634;330007634 - ANTENNE AUTODIALYSE AURAD LA TESTE;LA TESTE DE BUCH;Privé non lucratif;75 - Nouvelle-Aquitaine
330007642;330007642 - ANTENNE AUTODIALYSE AURAD PINEUILH;PINEUILH;Privé non lucratif;75 - Nouvelle-Aquitaine
330007667;330007667 - ANTENNE AUTODIALYSE AURAD LANGON;LANGON;Privé non lucratif;75 - Nouvelle-Aquitaine
330007683;330007683 - ANTENNE AUTODIALYSE AURAD LIBOURNE;LIBOURNE;Privé non lucratif;75 - Nouvelle-Aquitaine
330007725;330007725 - ANTENNE AUTODIALYSE AURAD GRADIGNAN;GRADIGNAN;Privé non lucratif;75 - Nouvelle-Aquitaine
330008012;330008012 - ANTENNE AUTODIALYSE PBNA - BLAYE;BLAYE;Privé lucratif;75 - Nouvelle-Aquitaine
330017989;330017989 - CENTRE HEMODIALYSE BX RIVE DROITE;LORMONT;Privé lucratif;75 - Nouvelle-Aquitaine
330024639;330024639 - ANTENNE AUTODIALYSE AURAD - DAGUEY;LIBOURNE;Privé non lucratif;75 - Nouvelle-Aquitaine
330024928;330024928 - CENTRE DE REEDUCATION AVICENNE;LIBOURNE;Privé lucratif;75 - Nouvelle-Aquitaine
330025958;330025958 - HAD DES VIGNES ET DES RIVIERES;LIBOURNE;Privé non lucratif;75 - Nouvelle-Aquitaine
330051608;330051608 - ANTENNE AUTODIALYSE PBNA - CASTELNAU;CASTELNAU DE MEDOC;Privé lucratif;75 - Nouvelle-Aquitaine
330054453;330054453 - ANTENNE AUTODIALYSE CTMR;BRUGES;Privé lucratif;75 - Nouvelle-Aquitaine
330056227;330056227 - ANTENNE AUTODIALYSE CADDD;BEGLES;Privé lucratif;75 - Nouvelle-Aquitaine
330056516;330056516 - ANTENNE/UNITE DE DIALYSE CTMR;ARES;Privé lucratif;75 - Nouvelle-Aquitaine
330056680;330056680 - ANTENNE AUTODIALYSE PBNA - LORMONT;LORMONT;Privé lucratif;75 - Nouvelle-Aquitaine
330057654;330057654 - KORIAN LES FLOTS;TALENCE;Privé lucratif;75 - Nouvelle-Aquitaine
330058058;330058058 - ANTENNE AUTODIALYSE AURAD LE HAILLAN;LE HAILLAN;Privé non lucratif;75 - Nouvelle-Aquitaine
330058355;330058355 - CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;SAINTE FOY LA GRANDE;Public;75 - Nouvelle-Aquitaine
330058504;330058504 - CENTRE AMBULATOIRE DE CENON;CENON;Privé lucratif;75 - Nouvelle-Aquitaine
330058603;330058603 - ESAP LA RENCONTRE;TALENCE;Privé non lucratif;75 - Nouvelle-Aquitaine
330058694;330058694 - ANTENNE AUTODIALYSE PBNA - LANGOIRAN;LANGOIRAN;Privé lucratif;75 - Nouvelle-Aquitaine
330058702;330058702 - MSP BAGATELLE SITE ROBERT PICQUÉ;VILLENAVE D ORNON;Privé non lucratif;75 - Nouvelle-Aquitaine
330059106;330059106 - SSR LE HILLOT;PESSAC;Privé non lucratif;75 - Nouvelle-Aquitaine
330060351;330060351 - TIVOLI ONCOLOGIE;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330060385;330060385 - RADIOTHERAPIE - SITE BORDEAUX NORD;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330060658;330060658 - GCS CLINIQUE CHIRURGICALE LIBOURNAIS;LIBOURNE;Privé non lucratif;75 - Nouvelle-Aquitaine
330780040;330780040 - NOUVELLE CLINIQUE BEL AIR;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330780081;330780081 - CLINIQUE SAINT- AUGUSTIN;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330780115;330780115 - CLINIQUE TIVOLI-DUCOS;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330780206;330780206 - CLINIQUE D'ARCACHON;LA TESTE DE BUCH;Privé lucratif;75 - Nouvelle-Aquitaine
330780263;330780263 - POLYCLINIQUE BORDEAUX RIVE DROITE;LORMONT;Privé lucratif;75 - Nouvelle-Aquitaine
330780271;330780271 - CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;MERIGNAC;Privé lucratif;75 - Nouvelle-Aquitaine
330780289;330780289 - HOPITAL DE JOUR L'OISEAU LYRE;LEOGNAN;Privé non lucratif;75 - Nouvelle-Aquitaine
330780297;330780297 - CLINIQUE ANOUSTE;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330780313;330780313 - MAISON DE SANTE LES PINS;PESSAC;Privé lucratif;75 - Nouvelle-Aquitaine
330780321;330780321 - CLINIQUE BETHANIE;TALENCE;Privé lucratif;75 - Nouvelle-Aquitaine
330780354;330780354 - POLYCLINIQUE BORDEAUX-CAUDERAN;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330780370;330780370 - LES FONTAINES DE MONJOUS - SSR;GRADIGNAN;Privé non lucratif;75 - Nouvelle-Aquitaine
330780446;330780446 - C.T.M.R. SAINT-AUGUSTIN;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330780453;330780453 - CENTRE HEMODYALISE SAINT MARTIN;PESSAC;Privé lucratif;75 - Nouvelle-Aquitaine
330780461;330780461 - ANTENNE AUTODIALYSE AURAD GRADIGNAN;GRADIGNAN;Privé non lucratif;75 - Nouvelle-Aquitaine
330780479;330780479 - POLYCLIN BORDEAUX-NORD AQUITAINE;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330780487;330780487 - CLINIQUE OPHTALMOLOGIQUE THIERS;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330780495;330780495 - CLINIQUE MUTUALISTE DU MEDOC;LESPARRE MEDOC;Privé non lucratif;75 - Nouvelle-Aquitaine
330780503;330780503 - HOPITAL PRIVE SAINT-MARTIN;PESSAC;Privé lucratif;75 - Nouvelle-Aquitaine
330780511;330780511 - CLINIQUE SAINTE-ANNE;LANGON;Privé lucratif;75 - Nouvelle-Aquitaine
330780529;330780529 - CLINIQUE MUTUALISTE DE PESSAC;PESSAC;Privé non lucratif;75 - Nouvelle-Aquitaine
330780537;330780537 - HOPITAL PRIVE WALLERSTEIN;ARES;Privé non lucratif;75 - Nouvelle-Aquitaine
330780560;330780560 - CENTRE DE SSR LA PIGNADA;LEGE CAP FERRET;Privé non lucratif;75 - Nouvelle-Aquitaine
330780636;330780636 - CSMI RENOVATION - CMP BORDEAUX-NORD;BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330780750;330780750 - CSSR LES LAURIERS;LORMONT;Privé non lucratif;75 - Nouvelle-Aquitaine
330780768;330780768 - MAISON DE REPOS L'AJONCIERE;CANEJAN;Privé non lucratif;75 - Nouvelle-Aquitaine
330780776;330780776 - CLINIQUE LES HORIZONS;CAMBES;Privé lucratif;75 - Nouvelle-Aquitaine
330781121;330781121 - CHATEAU RAUZE - LADAPT;CENAC;Privé non lucratif;75 - Nouvelle-Aquitaine
330781139;330781139 - CRF LA TOUR DE GASSIES;BRUGES;Privé non lucratif;75 - Nouvelle-Aquitaine
330781154;330781154 - CLINIQUE LES GRANDS CHENES;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330781170;330781170 - CENTRE READAPT PASTEUR - RENOVATION;BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330781188;330781188 - CTRE DE REHABILITATION PSYCHO-SOCIALE;BRUGES;Privé non lucratif;75 - Nouvelle-Aquitaine
330781303;330781303 - HOPITAL INSTR DES ARMEES ROBERT PICQUE;VILLENAVE D ORNON;Public;75 - Nouvelle-Aquitaine
330781337;330781337 - HOPITAL XAVIER ARNOZAN - CHU;PESSAC;Public;75 - Nouvelle-Aquitaine
330781352;330781352 - HOPITAL SAINT-ANDRE - CHU;BORDEAUX;Public;75 - Nouvelle-Aquitaine
330781360;330781360 - GROUPE HOSPITALIER PELLEGRIN - CHU;BORDEAUX;Public;75 - Nouvelle-Aquitaine
330781402;330781402 - NOUVELLE CLINIQUE BORDEAUX TONDU;FLOIRAC;Privé lucratif;75 - Nouvelle-Aquitaine
330781626;330781626 - CLINIQUE ROSE DES SABLES;LE TEICH;Privé lucratif;75 - Nouvelle-Aquitaine
330782350;330782350 - CENTRE PSYCHOTHERAPIQUE LES PLATANES;EYSINES;Privé non lucratif;75 - Nouvelle-Aquitaine
330782582;330782582 - POLYCLINIQUE JEAN VILLAR;BRUGES;Privé lucratif;75 - Nouvelle-Aquitaine
330783374;330783374 - CENTRE D'HEMODIALYSE PBNA;BORDEAUX;Privé lucratif;75 - Nouvelle-Aquitaine
330783614;330783614 - HOPITAL DE JOUR DU PARC - RENOVATION;BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330783648;330783648 - HOPITAL HAUT-LEVEQUE - CHU;PESSAC;Public;75 - Nouvelle-Aquitaine
330783721;330783721 - HOPITAL GARDEROSE;LIBOURNE;Public;75 - Nouvelle-Aquitaine
330783960;330783960 - HOPITAL DE JOUR CENTRE SANTE MENT MGEN;BORDEAUX;Privé non lucratif;75 - Nouvelle-Aquitaine
330791641;330791641 - EHPAD - USLD LES ARBOUSIERS;LA TESTE DE BUCH;Privé non lucratif;75 - Nouvelle-Aquitaine
330795295;330795295 - ANTENNE AUTODIALYSE CADDD;SAINT PIERRE DE MONS;Privé lucratif;75 - Nouvelle-Aquitaine
330795303;330795303 - ANTENNE AUTODIALYSE CADDD;CENON;Privé lucratif;75 - Nouvelle-Aquitaine
330802364;330802364 - ANTENNE AUTODIALYSE CADDD;ARCACHON;Privé lucratif;75 - Nouvelle-Aquitaine
330802752;330802752 - CENTRE JEAN ABADIE - CHU;BORDEAUX;Public;75 - Nouvelle-Aquitaine
330802778;330802778 - CLINIQUE LES HAUTS DE CENON;CENON;Privé lucratif;75 - Nouvelle-Aquitaine
330804501;330804501 - CENTRE HOSPITALIER DE BAZAS;BAZAS;Public;75 - Nouvelle-Aquitaine
340000025;340000025 - INSTITUT ST PIERRE PALAVAS LES FLOTS;PALAVAS LES FLOTS;Privé non lucratif;76 - Occitanie
340000033;340000033 - CH BEZIERS;BEZIERS;Public;76 - Occitanie
340000173;340000173 - CH PEZENAS;PEZENAS;Public;76 - Occitanie
340000181;340000181 - CH ST PONS DE THOMIERES;SAINT PONS DE THOMIERES;Public;76 - Occitanie
340000207;340000207 - ICM MONTPELLIER;MONTPELLIER;Privé non lucratif;76 - Occitanie
340000215;340000215 - CH LODEVE;LODEVE;Public;76 - Occitanie
340000223;340000223 - HOPITAL ST CLAIR SETE HBT;SETE;Public;76 - Occitanie
340000231;340000231 - CH POLE DE SANTE DE LUNEL;LUNEL;Public;76 - Occitanie
340000249;340000249 - CH CLERMONT L'HERAULT;CLERMONT L HERAULT;Public;76 - Occitanie
340000439;340000439 - CTRE ORTHOPEDIQUE MAGUELONE CASTELNAU;CASTELNAU LE LEZ;Privé non lucratif;76 - Occitanie
340001064;340001064 - CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;MONTPELLIER;Privé non lucratif;76 - Occitanie
340008176;340008176 - CTRE SPEC HAUT LANGUEDOC CH ST PONS;SAINT PONS DE THOMIERES;Public;76 - Occitanie
340008275;340008275 - CENTRE ANTONIN BALMES CHU MONTPELLIER;MONTPELLIER;Public;76 - Occitanie
340009018;340009018 - CL PIC ST LOUP ST CLEMENT DE RIVIERE;SAINT CLEMENT DE RIVIERE;Privé lucratif;76 - Occitanie
340009539;340009539 - NEPHROLOGIE DIALYSE ST GUILHEM SETE;SETE;Privé lucratif;76 - Occitanie
340009885;340009885 - POLYCL CHAMPEAU BEZIERS;BEZIERS;Privé lucratif;76 - Occitanie
340010149;340010149 - CL ST CLEMENT;SAINT CLEMENT DE RIVIERE;Privé lucratif;76 - Occitanie
340013119;340013119 - AIDER SANTE UAD GRABELS CORDIER 1;GRABELS;Privé non lucratif;76 - Occitanie
340013168;340013168 - AIDER SANTE UDM CL MIROUZE MTP;MONTPELLIER;Privé non lucratif;76 - Occitanie
340013218;340013218 - AIDER SANTE UAD UDM CL ST LOUIS GANGES;GANGES;Privé non lucratif;76 - Occitanie
340013259;340013259 - AIDER SANTE UAD BEDARIEUX;BEDARIEUX;Privé non lucratif;76 - Occitanie
340013309;340013309 - AIDER SANTE UAD UDM CH CLERMONT HLT;CLERMONT L HERAULT;Privé non lucratif;76 - Occitanie
340013358;340013358 - AIDER SANTE UAD BOUZIGUES;BOUZIGUES;Privé non lucratif;76 - Occitanie
340013499;340013499 - AIDER SANTE UAD VILLENEUVE LES BEZIERS;VILLENEUVE LES BEZIERS;Privé non lucratif;76 - Occitanie
340015502;340015502 - CL DU MILLENAIRE MONTPELLIER;MONTPELLIER;Privé lucratif;76 - Occitanie
340015965;340015965 - POLYCL ST PRIVAT BOUJAN SUR LIBRON;BOUJAN SUR LIBRON;Privé lucratif;76 - Occitanie
340015999;340015999 - NEPHROCARE CH BEZIERS NEWCO 2;BEZIERS;Privé lucratif;76 - Occitanie
340016005;340016005 - NEPHROCARE UAD POL SANTE LUNEL NEWCO 4;LUNEL;Privé lucratif;76 - Occitanie
340016476;340016476 - HAD BEZIERS HAD;BEZIERS;Privé lucratif;76 - Occitanie
340016732;340016732 - HJ PSY GEN SITE PERREAL CH BEZIERS;BEZIERS;Public;76 - Occitanie
340017292;340017292 - NEPHROLOGIE DIALYSE UAD PAYS D'AGDE;AGDE;Privé lucratif;76 - Occitanie
340017771;340017771 - SSR CH BEZIERS;BEZIERS;Public;76 - Occitanie
340017839;340017839 - ADENE HAD MONTPELLIER;MONTPELLIER;Privé non lucratif;76 - Occitanie
340017847;340017847 - HAD HOME SANTE 34;MONTPELLIER;Privé lucratif;76 - Occitanie
340019090;340019090 - CRF BOURGES CASTELNAU LE LEZ;CASTELNAU LE LEZ;Privé lucratif;76 - Occitanie
340019603;340019603 - GCS HELP HOP LAPEYRONIE MONTPELLIER;MONTPELLIER;Privé non lucratif;76 - Occitanie
340020221;340020221 - AIDER SANTE DIALYSE DOMICILE GRABELS;GRABELS;Privé non lucratif;76 - Occitanie
340020445;340020445 - CENTRE D'ONCOLOGIE MONTPELLIER;MONTPELLIER;Privé lucratif;76 - Occitanie
340021211;340021211 - HAD CH BEZIERS;BEZIERS;Public;76 - Occitanie
340022763;340022763 - CHU MTP SMUR ANTENNE LUNEL;LUNEL;Public;76 - Occitanie
340022771;340022771 - CHU MTP SMUR ANTENNE GANGES;GANGES;Public;76 - Occitanie
340022979;340022979 - POLYCL ST ROCH MONTPELLIER;MONTPELLIER;Privé lucratif;76 - Occitanie
340023142;340023142 - NEPHROCARE CL MILLLENAIRE MPL NEWCO 4;MONTPELLIER;Privé lucratif;76 - Occitanie
340023258;340023258 - GCS CENTRE SMR AMBRUSSUM LUNEL;LUNEL;Privé non lucratif;76 - Occitanie
340024314;340024314 - CL ST JEAN SUD DE FRANCE;SAINT JEAN DE VEDAS;Privé lucratif;76 - Occitanie
340024512;340024512 - SSR JARDINS DE SOPHIA CASTELNAU LE LEZ;CASTELNAU LE LEZ;Privé lucratif;76 - Occitanie
340024546;340024546 - CL PLEIN SOLEIL MONTPELLIER;MONTPELLIER;Privé lucratif;76 - Occitanie
340024553;340024553 - AIDER SANTE UAD ST JEAN SUD DE FRANCE;SAINT JEAN DE VEDAS;Privé non lucratif;76 - Occitanie
340025279;340025279 - CHU MTP PF TELEPHONE SAMU VAILHAUQUES;VAILHAUQUES;Public;76 - Occitanie
340027739;340027739 - CHU MTP SMUR ANTENNE CLERMONT HERAULT;CLERMONT L HERAULT;Public;76 - Occitanie
340027887;340027887 - GCS AURORES MEDITERRANEE;SAINT CLEMENT DE RIVIERE;Privé non lucratif;76 - Occitanie
340780121;340780121 - CL LA PERGOLA BEZIERS;BEZIERS;Privé lucratif;76 - Occitanie
340780139;340780139 - CL DU DR JEAN CAUSSE COLOMBIERS;COLOMBIERS;Privé lucratif;76 - Occitanie
340780147;340780147 - POLYCL DES TROIS VALLEES BEDARIEUX;BEDARIEUX;Privé lucratif;76 - Occitanie
340780154;340780154 - POLYCL PASTEUR PEZENAS;PEZENAS;Privé lucratif;76 - Occitanie
340780196;340780196 - CRF LE VAL D'ORB BOUJAN SUR LIBRON;BOUJAN SUR LIBRON;Privé lucratif;76 - Occitanie
340780212;340780212 - CRF STER LAMALOU LES BAINS;LAMALOU LES BAINS;Privé lucratif;76 - Occitanie
340780220;340780220 - CH PAUL COSTE FLORET LAMALOU LES BAINS;LAMALOU LES BAINS;Public;76 - Occitanie
340780253;340780253 - MR LE COLOMBIER LAMALOU LES BAINS;LAMALOU LES BAINS;Privé lucratif;76 - Occitanie
340780436;340780436 - HOPITAL ST LOUP AGDE HBT;AGDE;Public;76 - Occitanie
340780444;340780444 - CH BEDARIEUX;BEDARIEUX;Public;76 - Occitanie
340780485;340780485 - CHS LA COLOMBIERE CHU MONTPELLIER;MONTPELLIER;Public;76 - Occitanie
340780568;340780568 - CL DU SOUFFLE LA VALLONIE LODEVE;LODEVE;Privé lucratif;76 - Occitanie
340780642;340780642 - CL BEAU SOLEIL;MONTPELLIER;Privé non lucratif;76 - Occitanie
340780667;340780667 - CL DU PARC CASTELNAU LE LEZ;CASTELNAU LE LEZ;Privé lucratif;76 - Occitanie
340780675;340780675 - CL CLEMENTVILLE MONTPELLIER;MONTPELLIER;Privé lucratif;76 - Occitanie
340780717;340780717 - CL ST LOUIS GANGES;GANGES;Privé lucratif;76 - Occitanie
340780725;340780725 - CL VIA DOMITIA POLE SANTE DE LUNEL;LUNEL;Privé lucratif;76 - Occitanie
340780741;340780741 - POLYCL STE THERESE SETE;SETE;Privé lucratif;76 - Occitanie
340780758;340780758 - CL RECH MONTPELLIER;MONTPELLIER;Privé lucratif;76 - Occitanie
340780766;340780766 - CL LA LIRONDE ST CLEMENT DE RIVIERE;SAINT CLEMENT DE RIVIERE;Privé lucratif;76 - Occitanie
340780782;340780782 - CL STELLA VERARGUES;ENTRE VIGNES;Privé lucratif;76 - Occitanie
340780790;340780790 - CL ST ANTOINE;MONTARNAUD;Privé lucratif;76 - Occitanie
340780816;340780816 - CL MUT JEAN LEON LA GRANDE MOTTE;LA GRANDE MOTTE;Privé non lucratif;76 - Occitanie
340780840;340780840 - NEPHROCARE CL PARC CASTELNAU NEWCO 1;CASTELNAU LE LEZ;Privé lucratif;76 - Occitanie
340780857;340780857 - CL LE CASTELET ST JEAN DE VEDAS;SAINT JEAN DE VEDAS;Privé lucratif;76 - Occitanie
340780931;340780931 - CL ST MARTIN VIGNOGOUL PIGNAN;PIGNAN;Privé lucratif;76 - Occitanie
340781608;340781608 - CL DU MAS DE ROCHET CASTELNAU LE LEZ;CASTELNAU LE LEZ;Privé non lucratif;76 - Occitanie
340782002;340782002 - CRF LA PETITE PAIX LAMALOU LES BAINS;LAMALOU LES BAINS;Privé lucratif;76 - Occitanie
340782036;340782036 - HOPITAL ST ELOI CHU MONTPELLIER;MONTPELLIER;Public;76 - Occitanie
340782085;340782085 - HOPITAL GUI DE CHAULIAC CHU MTP;MONTPELLIER;Public;76 - Occitanie
340782481;340782481 - CENTRE BELLEVUE CHU MONTPELLIER;MONTPELLIER;Public;76 - Occitanie
340785161;340785161 - HOPITAL LAPEYRONIE CHU MONTPELLIER;MONTPELLIER;Public;76 - Occitanie
340787266;340787266 - HJ PIJ SETE HBT;SETE;Public;76 - Occitanie
