finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4_v2,CI_E5,CI_E6,CI_E7_v2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_F18_D,CI_F18_O,CI_F19_D,CI_F19_O,CI_F20_D,CI_F20_O,CI_F21_D,CI_F21_O,CI_F22_D,CI_F22_O,CI_F23_D,CI_F23_O,CI_F24_D,CI_F24_O,CI_F25_D,CI_F25_O,CI_F26_D,CI_F26_O,CI_F27_D,CI_F27_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P12_bis,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,RH9,RH10
840000087,CH LOUIS GIORGI D'ORANGE,DGF,TAA,CH,T2,M2,C2,O2,"         7,7","        0,67","       17,87",,,"        58,1","        91,8","        90,6","        49,2",         101,,           8,,           6,          39,          10,          25,,        5458,        1942,        1193,        1091,         792,         338,         377,           0,           0,         701,         979,        2379,,         885,          87,           1,           1,,,           3,           1,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 2,Cataracte : 83,Arthroscopie du genou : 17,Hernie enfant : 0,RTU prostate : 16,Hernie adulte y compris coelioscopie : 86,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 344,"Chirurgies transurétrales, autres : 297",Chirurgie du membre supérieur (hors prothèses) : 173,Chirurgies utérus / annexes : 160,Trauma crâniens : 153,affections médicales du nouveau né : 963,Infections respiratoires : 583,Cardiologie autres : 371,"Cardiopathies, valvulopathies : 309","Autres Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs siège imprécis ou diffus : 236","       79,06","       47,39","       11,59","        7,58","        5,06","      688,92","       92,25","      469,65","        3,81","       33,85","       89,36","       1,065","       1,199","        0,96",,,,,,      264603,"       20,53","       65,42","       28,97","       39,67","       66,56",          36,"        25,5",,          33,"     13127,4","     51308,5","        31,7",           1,"         4,9",,,,
840000111,CH VAISON LA ROMAINE,DGF,TAA,CH,T1,M1,C1,,"         8,7","        1,01","        28,3",,,"        93,7","       100,1",,,          28,,,,           2,,,,,        1420,         202,           0,         266,          90,           4,         108,           0,           0,         177,           0,           0,,           0,          42,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 109,Trauma crâniens : 109,Intervention  peau et tissu sous-cutané : 39,"Chirurgie Fractures, entorses, luxations, tractions : 18","Occlusions, sub-occlusions digestives : 10",Infections respiratoires : 209,"Cardiopathies, valvulopathies : 110",Cardiologie autres : 110,Soins palliatifs : 101,Symptômes digestifs : 96,"       12,28","        8,88","         1,4",,,"       178,8","       27,26","      118,72","        3,39","        5,13","        24,3","        0,94","       1,035",,,,,,,                                      .c,,,"       30,82",         100,,                                      .c,"         6,4",,,,           0,"        27,8",,,,,,
840000129,CH DE VALREAS,DGF,HP,CH,T1,M1,C1,,"        12,9","        0,79","       27,33",,,"        88,8","        52,1",,,          30,,,,,,,,,         880,          71,           1,         249,          43,          22,           0,           0,           0,           3,           3,           0,,           3,          47,,,,,,           0,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 51,Trauma crâniens : 38,"Occlusions, sub-occlusions digestives : 12",Intervention  peau et tissu sous-cutané : 5,"Chirurgie Fractures, entorses, luxations, tractions : 3",Infections respiratoires : 139,"Autres Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs siège imprécis ou diffus : 117","Cardiopathies, valvulopathies : 61",Cardiologie autres : 55,Soins palliatifs : 48,"         5,2","        4,44","        0,06",,,"      122,23","       19,12",          79,"        1,27","        5,26","       17,58","        0,87","       0,733",           1,,,,,,                                      .c,           0,           0,"       37,72",         100,,                                      .c,"        15,1",,           3,,           0,"        31,9",,,,,,
840000285,POLYCLINIQUE URBAIN V,OQN,TAA,CLI,T2,M2,C3,O3,"        13,4","        0,33","        0,86",,,           0,"        12,3","        23,8","        24,2",           6,,           5,,,          52,          26,          59,           2,        1220,        1856,        1238,        1842,        4666,         266,           0,           0,           0,          59,        1069,        7009,,        1962,          24,           1,,,,           7,           2,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 648,Cataracte : 1238,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 445,Cataractes : 1212,Autres chirurgies gynécologiques autres que le sein : 926,Chirurgie esthétique et de confort : 884,Chirurgie pour tumeurs malignes sein : 708,Chirurgies utérus / annexes : 674,affections médicales du nouveau né : 1076,Endoscopies digestives avec ou sans anesthésie : 907,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 508,"Endoscopies génito-urinaires, avec ou sans anesthésie : 426",Autres affections appareil génital féminin : 22,          34,           2,          11,           6,          14,"      162,84","       21,88","      133,21",,"        4,44","        3,31","       0,871","         0,8","       0,985",,,,,,      395345,"       27,22","       80,98","       67,78","       68,25","       86,29","        87,8",,,          33,"    129399,5","    181001,5",          18,,"         1,3",,                                      .z,                                      .z,                                      .z
840000327,CLINIQUE DU DR MONTAGARD,OQN,TAA,CLI,T1,M1,C2,,"         0,3","        0,34","        1,29",,,           0,"         6,5","        38,1",,           3,,           3,,,          37,          12,,,          31,        1519,           0,           5,         764,           0,           0,           0,           0,           0,           0,        2223,,           0,           8,,,,,           4,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 387,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 830,Chirurgies rachis/moelle : 488,"Arthroscopies, Biopsies ostéo-articulaires : 476",Chirurgie de la cheville ou du pied : 239,"Chirurgies main, poignet : 47",Maladies osseuses et arthropathies : 8,"Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein..) : 5","Autres Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs siège imprécis ou diffus : 3",Signes et symptômes : 3,"Bronchites, bronchiolites et asthme : 2","        8,75",,           6,           2,,"        51,7","         7,3","       40,63",,"        1,59","        2,18","       0,802","       0,951",,,,,,,      427652,,,"       33,46",          32,"       72,77","        28,9",,,,"    217708,5","    212531,5","        18,1",,,,                                      .z,                                      .z,                                      .z
840000350,CLINIQUE SAINTE CATHERINE,DGF,TAA,EBNL,T1,M2,C1,,"        99,7","        0,39","       11,78",           0,"        1,27",           0,          70,,,         108,,,,           6,,,,,        2934,          29,           0,        1199,         703,           0,       20890,       51439,           0,         471,           0,           1,,         162,          12,           1,           1,,,           0,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Mise en place d'accès vasculaire : 700,"Occlusions, sub-occlusions digestives : 28",Ostéomyélites aigües (y compris vertébrales) et arthrites septiques : 2,"Chirurgies transurétrales, autres : 1",Brûlures sans acte opératoire classant : 1,Chimiothérapie hors séances : 1693,Soins palliatifs : 598,Signes et symptômes : 333,Douleurs chroniques : 159,"Explorations et surveillance pour affections de l'appareil digestif, du système hépatobiliaire et du pancréas : 124","       53,16","       46,78",,,,"      453,72","      110,86","      196,76","        2,24","      104,94","       38,92","       1,199","       1,148",,,,,,,                                      .c,,,"       96,04","       99,86",,                                      .c,"         1,1",,,,,          24,,,,"        14,9","        15,8",
840000400,SYNERGIA LUBERON,OQN,TAA,CLI,T2,M2,C3,,"         7,5","        0,09","         0,9",,,"         0,7","        10,8","        13,3",,          10,,          10,,           0,          65,          22,           0,,         256,        1095,           0,        3571,        3484,           0,           0,           0,           0,          19,           0,        4453,,        2935,          26,,,,,           5,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 1,Cataracte : 1119,Arthroscopie du genou : 154,Hernie enfant : 0,RTU prostate : 18,Hernie adulte y compris coelioscopie : 268,Cataractes : 1119,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 569,Hernies : 300,Intervention  peau et tissu sous-cutané : 223,Autres chirurgies digestives : 209,Endoscopies digestives avec ou sans anesthésie : 1780,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 798,Signes et symptômes : 437,"Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein..) : 171",Explorations nocturnes et apparentées : 170,          36,"        11,5","        16,5","         4,5",,"       96,38","       18,76","       65,67","        0,11","        8,44","         3,4","       0,854","       0,662",,,,,,,      327497,,,"       76,06","       76,99","       95,93","        72,9",,,,"    101456,7","     71571,5","        46,5",,,,                                      .z,                                      .z,                                      .z
840000467,CAPIO CLINIQUE D'ORANGE,OQN,TAA,CLI,T2,M1,C3,,"        10,5","        0,06","        0,79",,,"         0,1",,          34,,           0,,,,,          44,          19,,,         174,        1457,           0,        3896,        3199,           1,           0,           0,           0,          75,           0,        4270,,        4189,          23,,,,,           5,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 1,Cataracte : 1235,Arthroscopie du genou : 191,Hernie enfant : 2,RTU prostate : 99,Hernie adulte y compris coelioscopie : 188,Cataractes : 1235,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 458,actes ORL et stomato divers : 338,Hernies : 239,"Chirurgies transurétrales, autres : 238",Endoscopies digestives avec ou sans anesthésie : 2547,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 1029,"Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein..) : 75","Endoscopies génito-urinaires, avec ou sans anesthésie : 71",Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 66,"        22,5",           4,"        14,5","         2,5","         0,5","       83,85","       11,58","       65,99",,"        3,73","        2,55","       0,811","       0,812",,,,,,,      284657,,,"       68,56","       68,53","       91,83","        76,7",,,           0,      161878,"     70247,7","        15,2",,,,                                      .z,                                      .z,                                      .z
840004659,CHIC CAVAILLON-LAURIS,DGF,TAA,CH,T2,M2,C1,O2,"         6,7","         0,5","       11,35",,,"        84,2","        90,2","        58,8","        37,1",          49,,           4,,           7,          10,           5,          18,,        3485,         578,         663,        2706,         675,         337,         588,           0,           0,        1278,         539,         652,,         320,          79,           1,           1,,,           1,           1,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 1,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 43,Traumatismes du bassin et des membres : 405,Intervention  peau et tissu sous-cutané : 129,Trauma crâniens : 103,Chirurgies utérus / annexes : 64,Stimulateurs / défibrillateurs cardiaques : 60,affections médicales du nouveau né : 528,Infections respiratoires : 496,Cardiologie autres : 418,"Infections reins et voies urinaires, lithiases : 342",Signes et symptômes : 278,"       37,33","       25,85","        2,67","        1,27","        3,18","      377,57","        59,6","      248,34","        4,34","       21,64","       43,65","        0,97","       0,995","       0,951",,,,,,      188067,"       22,45","       64,35","       53,98","        67,2","       60,64","        61,6","         9,8",,          30,"     15061,9","     54134,1","        20,7","         1,3","         4,7",,"        11,8","        17,7",
840006597,CH HENRI DUFFAUT AVIGNON,DGF,TAA,CH,T4,M4,C4,O4,"        11,9","        2,15",          13,           0,"        0,18","        58,9","        80,7",          82,"        76,4",         511,          24,          31,          16,          26,         151,          27,          60,           0,       26739,        7142,        3791,        9871,        3987,        1240,        7515,           0,       14425,        6725,        3005,        9655,,        3679,         141,           3,           1,           1,           1,          17,           2,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 173,Cataracte : 802,Arthroscopie du genou : 117,Hernie enfant : 71,RTU prostate : 0,Hernie adulte y compris coelioscopie : 331,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 832,Traumatismes du bassin et des membres : 798,Cataractes : 731,Hernies : 539,Chirurgie du membre supérieur (hors prothèses) : 384,affections médicales du nouveau né : 3139,Infections respiratoires : 2030,Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 1890,"Bronchites, bronchiolites et asthme : 1508",Cathéthérismes diagnostiques vasculaires et coronariens : 1477,"      283,67","      171,04","       42,28","       20,74","       19,18","     2832,88","      408,68","     1932,74","       26,48","      174,17","      290,81","       1,017","       1,103","        1,04",,,,,,      205306,"       16,97","       70,54","       35,83","       42,68","       74,51","        67,1","         6,4",,          38,"      9631,5","     66002,2","        17,7","         2,5","         3,1",,,,
840011043,CENTRE D'HEMODIALYSE DE L'ATIR,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       27758,        1318,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        5,51","         4,8",,,,"      104,82","       11,39","       83,72","        0,84","        1,62","        7,25",,,,,,,,,                                      .c,,,,,,,,,,,,"        18,8",,,,                                      .z,                                      .z,                                      .z
840012538,ATIR AUTODIALYSE ISLE SUR SORGUE,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,         775,           0,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        0,05","        0,03",,,,"        0,77","        0,29","        0,18","        0,02","        0,04","        0,24",,,,,,,,,                                      .c,,,,,,,,,,,,"         0,2",,,,                                      .z,                                      .z,                                      .z
840013312,CLINIQUE RHONE DURANCE,OQN,TAA,CLI,T2,M2,C2,,"         9,7","        1,54","        4,71",,,           0,"        63,3","        58,5",,          67,           8,          16,,           4,          43,          15,,,        5379,        2490,           0,        2955,        1258,           0,         293,           0,           0,         476,           0,        3558,,        2054,          28,           1,,,           4,           4,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 1,Hernie enfant : 3,RTU prostate : 415,Hernie adulte y compris coelioscopie : 7,"Chirurgies transurétrales, autres : 1220",Chirurgies appareil génital masculin : 687,Stimulateurs / défibrillateurs cardiaques : 583,Autres chirurgies vasculaires : 239,Circoncisions : 178,Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 2385,Cathéthérismes diagnostiques vasculaires et coronariens : 1543,Cathétérismes thérapeutiques vasculaires et coronariens sans endoprothèse : 1166,"Affections cardiovasculaires sans acte opératoire de la CMD 05, avec anesthésie, en ambulatoire : 512",Explorations nocturnes et apparentées : 387,"       49,45","       31,95","         9,5",           7,,"      239,24","       33,45","      184,27",,"       15,21","        6,31","       0,892","       0,909",,,,,,,      230951,,,"       33,56","       33,84","       92,21","        38,1",,,,       18589,"     75092,4","        22,7","         0,6",,,                                      .z,                                      .z,                                      .z
840013445,CLINIQUE FONTVERT ST FRANCOIS,OQN,TAA,CLI,T3,M2,C4,,"         3,7","        0,49","        0,12",,,           0,,"        12,1",,,,,,,          78,          13,,,          50,        1514,           0,        5204,       13074,           0,           0,           0,           0,         170,           0,       13178,,        4367,          19,,,,,          11,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 9,Cataracte : 4212,Arthroscopie du genou : 460,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 85,Cataractes : 4138,"Chirurgies main, poignet : 3381",actes ORL et stomato divers : 1431,"Arthroscopies, Biopsies ostéo-articulaires : 864",Greffes peau / parages hors brûlures : 593,Endoscopies digestives avec ou sans anesthésie : 2955,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 1297,Cathétérismes thérapeutiques vasculaires et coronariens sans endoprothèse : 474,"Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein..) : 287",Affections Cavité buccale et dents : 134,          49,"         5,5","        33,5",           9,,"      123,44","       15,67","       91,74",,"       11,92","        4,11","       0,837","       0,852",,,,,,,      412967,,,"       89,46","       89,45","       96,99","       461,9",,,,"    145764,1","     96440,4","        13,6",,,,                                      .z,                                      .z,                                      .z
840017172,SYNERGIA VENTOUX,OQN,TAA,CLI,T2,M2,C3,,"        11,2","        0,16","         2,6",,,"         0,3","        52,9",          28,,          10,,          10,,,          82,          15,,,         599,        2140,           0,        2499,        4595,           0,          81,           0,           0,          66,           0,        6077,,        2951,          50,,,,,           6,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 7,Cataracte : 1452,Arthroscopie du genou : 50,Hernie enfant : 0,RTU prostate : 55,Hernie adulte y compris coelioscopie : 368,Cataractes : 1453,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 554,Hernies : 451,actes ORL et stomato divers : 378,"Chirurgies transurétrales, autres : 322",Endoscopies digestives avec ou sans anesthésie : 1473,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 734,"Autres affections hépatiques, voies biliaires : 68",Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 63,Autres gastroentérites et maladies diverses du tube digestif : 55,"       30,52",          10,          14,"         2,8",,"      138,42","       18,13","      103,43","         0,8","       11,06",           5,"       0,859","       0,845",,,,,,,      357743,,,"       68,24","       69,04","       94,62","       140,6",,,,"    153002,1",      110915,"        20,7","         0,4",,,                                      .z,                                      .z,                                      .z
840017222,ATIR CENTRE D'HÉMODIALYSE,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       17510,         881,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        3,43","        2,98",,,,"       66,79","        8,97","       52,99","        0,48","        1,03","        3,32",,,,,,,,,                                      .c,,,,,,,,,,,,          20,,,,                                      .z,                                      .z,                                      .z
840017461,HEMODIALYSE ATIR CH ORANGE,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       16907,         393,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        3,62","         3,2",,,,"       57,37","        7,25","       45,62","        0,48","        0,96","        3,06",,,,,,,,,                                      .c,,,,,,,,,,,,"        16,6",,,,                                      .z,                                      .z,                                      .z
840018642,ATIR UAD APT,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840018774,ATIR UNITE DIALYSE MEDIC CAVAILLON,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,        6214,           0,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        1,04","        0,89",,,,"       21,58","        2,61","       17,39","        0,16","        0,35","        1,07",,,,,,,,,                                      .c,,,,,,,,,,,,"        24,7",,,,                                      .z,                                      .z,                                      .z
840019053,GCS UNITE SENOLOGIQUE VENTOUX,DGF,TAA,EBNL,T1,M0,C1,,"        93,2",           0,"        1,69",,,           0,,,,,,,,,           0,           0,,,           5,          33,           0,           2,          19,           0,           0,           0,           0,           0,           0,          53,,           1,           8,,,,,           0,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 22,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Chirurgie pour tumeurs malignes sein : 35,Chirurgie pour tumeurs malignes (app génital fem) : 7,Chirurgies utérus / annexes : 3,Autres chirurgies gynécologiques autres que le sein : 2,Autres chirurgies digestives : 1,Prise en charge médicale des tumeurs de l'appareil génital féminin : 3,Suivi thérap.d'affections connues : 2,"Endoscopies génito-urinaires, avec ou sans anesthésie : 1","Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein..) : 1",,           2,,"         0,5",           1,"         0,5",,,,,,,"       0,863","        1,22",,,,,,,                                      .c,,,"       36,54","       36,54","       68,18",                                      .c,"        26,9",,           0,        8271,       44400,,,,,,,
850000019,CHD VENDEE,DGF,TAA-HP,CH,T4,M4,C4,O4,          14,"        1,23","       10,97","        0,04","        0,71",          52,"        79,1","        97,2","        72,5",         565,          26,          32,          20,          42,         153,          32,          54,          11,       29656,        9347,        3091,       17789,        7533,        2795,       17234,       37258,        8926,        6387,        2589,       14141,,        5834,         146,           4,           3,           2,           1,          18,           2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 248,Cataracte : 501,Arthroscopie du genou : 218,Hernie enfant : 25,RTU prostate : 348,Hernie adulte y compris coelioscopie : 760,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 1481,"Chirurgies transurétrales, autres : 958",Hernies : 850,actes ORL et stomato divers : 738,Intervention  peau et tissu sous-cutané : 713,affections médicales du nouveau né : 2739,Douleurs chroniques : 2600,Symptômes digestifs : 1984,Cardiologie autres : 1978,Infections respiratoires : 1972,"      357,12","      241,86","       38,02","        31,4","       15,53","     3798,18","      472,69","     2608,06","       32,46","       269,4","      415,57","       1,035","       1,005","       1,068",,,,,,      280381,"       14,75","       83,91","       44,63","       48,07","       83,04",         107,"         7,4",,          36,"     16672,2",       98648,"        28,7","         1,5","         3,6",,"         7,3","         9,6",
850000035,CH DE FONTENAY LE COMTE,DGF,TAA,CH,T2,M2,C1,O2,"         8,7","        0,59","       13,43",,,"        66,7","        68,6",,"        38,3",         106,,          10,,          16,,,          19,           1,        4699,         553,         711,        2166,         507,         321,         759,           0,           0,         441,         625,         312,,         181,          68,,,,,           1,           1,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 2,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 1,Traumatismes du bassin et des membres : 355,Intervention  peau et tissu sous-cutané : 205,Trauma crâniens : 201,"Occlusions, sub-occlusions digestives : 59",Chirurgies utérus / annexes : 51,affections médicales du nouveau né : 620,Infections respiratoires : 573,Cardiologie autres : 396,Signes et symptômes : 327,"Cardiopathies, valvulopathies : 299","       30,21","        22,7",,           1,"        1,63","      440,79","       56,16","       298,6","         2,8","        19,1","       64,13","       1,088","       1,089",           1,,,,,,      127669,"       16,96","       64,35","       47,83","       65,63","       21,43",                                      .c,"        19,1",,          33,        5502,,"        24,4","         4,6","        10,5",,          11,"         3,8",
850000043,CH DUMONTE,DGF,HP,CH,T1,M1,C1,,"        15,3","        0,65","       27,04",,,           0,"        72,5",,,           7,,,,,,,,,         235,          31,           1,          33,           7,           0,           0,           0,           0,          15,           0,           0,,           0,          34,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 21,Trauma crâniens : 10,Intervention  peau et tissu sous-cutané : 5,"Occlusions, sub-occlusions digestives : 1",Pathologies ORL et Stomato autres : 1,Infections respiratoires : 46,"Infections reins et voies urinaires, lithiases : 19",Soins palliatifs : 19,Toxicomanies et alcoolisme : 18,Symptômes digestifs : 11,"        7,19","        7,19",,,,"       32,31","        5,37","       25,93",,,"        1,01","       0,911","       0,803",           1,,,,,,                                      .c,,,"       18,42",,,                                      .c,"         8,4",,,,,"        27,3",,,,,,
